"DATA for Simon Gaechter and Jonathan Schulz: Intrinsic Honesty and Prevalence of Rule Violations across Societies, Nature (2016) doi:10.1038/nature17160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"See README for list of variable labels and SUPPLEMENTARY INFORMATION for detailed descriptions, data sources and references",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
country,city,location,sessionid,subjectid,insample,prevexp,lowstakes,number,payouts,high,five,six,female,age,middleclass,urban,economics,religious,numknown,q_fair,q_norm,PRV2003,wgi_corrup1996,wgi_corrup2003,wgi_corrup2012,bs_SE1999,bs_SE2003,bs_SE2007,fh_polrights_s2003,fh_polrights_s2012,fh_polrights_2006woC,pol_xconst1990_2000,pol_xconst1890_1900,wgi_goveff2000,GDP_1990_2000,hfs_idv,iw_tradrat,iw_survself,tbl_exconst,tbl_legor_uk,tbl_legor_fr,tbl_pc_tr_tol_all,tbl_prim_newbound_1930,tbl_lyp_m80_00,tbl_lan,sw_fst_distance_weighted,lp_legor_uk,lp_legor_fr,lp_legor_ge,lp_legor_sc,ajr_africa,ajr_lat_abst,ajr_avexpr,ajr_logem4,ajr_asia,ajr_baseco,sr_Belief_in_Heaven,sr_Belief_in_Hell,p_elf85
UK,Nottingham,University of Nottingham,130205_1516,3508,1,10,0,Reported 6,0,low payout,0,1,1,20,1,1,0,0,0,0,9.333333,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130205_1516,3509,1,10,0,Reported 6,0,low payout,0,1,1,18,1,1,0,0,0,1,7.3333335,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130205_1516,3511,1,10,0,Reported 2,2,low payout,0,0,1,20,0,1,0,1,0,1,9.333333,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130205_1516,3512,1,10,0,Reported 1,1,low payout,0,0,0,19,0,1,1,1,0,0,10,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130205_1516,3513,1,10,0,Reported 3,3,high payout,0,0,0,19,1,1,0,0,0,0,8.666667,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130205_1516,3516,1,10,0,Reported 6,0,low payout,0,1,0,19,0,1,0,1,0,1,5.3333335,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_0945,3603,1,10,0,Reported 5,5,high payout,1,0,0,19,1,0,0,0,8.333333,1,8.666667,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_0945,3604,1,10,0,Reported 2,2,low payout,0,0,0,19,0,0,0,1,8.333333,0,5.3333335,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_0945,3605,1,10,0,Reported 3,3,high payout,0,0,1,19,1,0,0,0,8.333333,0,9.333333,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_0945,3607,1,10,0,Reported 5,5,high payout,1,0,0,18,1,1,0,0,25,1,6,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_0945,3611,1,10,0,Reported 6,0,low payout,0,1,1,20,1,0,0,1,0,0,8,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1124,3701,1,10,0,Reported 3,3,high payout,0,0,1,19,1,1,0,0,0,0,10,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1124,3702,1,10,0,Reported 1,1,low payout,0,0,1,21,1,0,0,1,0,0,8.333333,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1124,3703,1,10,0,Reported 6,0,low payout,0,1,1,19,0,0,0,1,0,0,5.3333335,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1124,3705,1,10,0,Reported 2,2,low payout,0,0,0,20,1,1,0,0,0,1,5,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1124,3706,1,10,0,Reported 1,1,low payout,0,0,0,20,1,1,0,1,6.25,1,8.333333,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1124,3708,1,10,0,Reported 1,1,low payout,0,0,0,19,1,1,0,1,0,0,10,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1124,3710,1,10,0,Reported 6,0,low payout,0,1,1,20,1,1,0,0,6.25,0,6.6666665,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1124,3711,1,10,0,Reported 5,5,high payout,1,0,0,21,1,0,0,0,0,0,7.6666665,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1124,3712,1,10,0,Reported 5,5,high payout,1,0,1,20,1,0,0,0,0,1,6.6666665,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1124,3713,1,10,0,Reported 3,3,high payout,0,0,1,20,1,0,0,0,12.5,1,6.3333335,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1124,3714,1,10,0,Reported 2,2,low payout,0,0,0,19,1,0,1,0,0,0,9.666667,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1124,3715,1,10,0,Reported 4,4,high payout,0,0,0,20,1,1,0,0,0,1,8,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1124,3716,1,10,0,Reported 4,4,high payout,0,0,0,21,1,0,0,0,0,0,7.3333335,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1347,3801,1,10,0,Reported 3,3,high payout,0,0,0,18,1,1,0,0,0,1,7.6666665,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1347,3802,1,10,0,Reported 1,1,low payout,0,0,0,19,1,1,0,1,0,1,8.333333,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1347,3803,1,10,0,Reported 1,1,low payout,0,0,0,20,1,1,0,0,0,0,9,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1347,3804,1,10,0,Reported 6,0,low payout,0,1,1,19,1,0,0,0,6.25,1,8,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1347,3805,1,10,0,Reported 1,1,low payout,0,0,1,19,1,0,0,1,0,1,8.666667,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1347,3806,1,10,0,Reported 4,4,high payout,0,0,1,19,1,1,0,1,0,0,8.333333,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1347,3807,1,10,0,Reported 5,5,high payout,1,0,1,18,1,1,0,1,0,1,9,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1347,3808,1,10,0,Reported 2,2,low payout,0,0,1,20,1,1,0,0,0,0,8.333333,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1347,3809,1,10,0,Reported 4,4,high payout,0,0,1,19,0,1,0,1,0,1,9,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1347,3810,1,10,0,Reported 5,5,high payout,1,0,1,19,0,0,0,1,0,1,9,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1347,3811,1,10,0,Reported 4,4,high payout,0,0,1,20,0,0,0,0,0,1,9.333333,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1347,3812,1,10,0,Reported 2,2,low payout,0,0,1,18,1,0,1,0,0,1,7.6666665,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1347,3814,1,10,0,Reported 4,4,high payout,0,0,1,20,0,0,0,0,6.25,1,4,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1347,3815,1,10,0,Reported 5,5,high payout,1,0,0,18,1,1,0,1,0,0,7.6666665,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1347,3816,1,10,0,Reported 1,1,low payout,0,0,0,19,1,1,0,0,0,0,6.3333335,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1516,3901,1,10,0,Reported 3,3,high payout,0,0,1,19,1,1,0,1,0,1,7,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1516,3902,1,10,0,Reported 2,2,low payout,0,0,0,18,1,1,0,1,0,0,9,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1516,3903,1,10,0,Reported 5,5,high payout,1,0,0,22,0,0,0,0,0,0,8.666667,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1516,3905,1,10,0,Reported 4,4,high payout,0,0,1,29,1,0,0,0,0,1,8.666667,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1516,3906,1,10,0,Reported 5,5,high payout,1,0,1,19,1,0,0,1,0,1,7,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1516,3908,1,10,0,Reported 6,0,low payout,0,1,0,19,0,1,0,0,0,1,8.333333,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1516,3909,1,10,0,Reported 3,3,high payout,0,0,0,19,0,0,0,0,0,1,8.666667,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1516,3910,1,10,0,Reported 5,5,high payout,1,0,0,19,1,0,0,0,0,1,7.6666665,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1516,3911,1,10,0,Reported 3,3,high payout,0,0,1,19,1,0,0,0,0,0,8.666667,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1516,3912,1,10,0,Reported 3,3,high payout,0,0,1,18,1,1,0,0,0,1,7.6666665,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1516,3913,1,10,0,Reported 5,5,high payout,1,0,0,19,1,1,0,0,0,1,10,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130206_1516,3914,1,10,0,Reported 4,4,high payout,0,0,0,19,1,1,0,0,0,1,8.333333,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130218_1047,4001,1,11,0,Reported 3,3,high payout,0,0,0,20,0,1,0,0,0,0,6.6666665,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130218_1047,4002,1,11,0,Reported 4,4,high payout,0,0,1,19,1,0,0,0,0,1,9,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130218_1047,4003,1,11,0,Reported 3,3,high payout,0,0,0,21,1,1,0,1,0,1,8,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130218_1047,4004,1,11,0,Reported 4,4,high payout,0,0,1,21,1,1,0,0,0,1,6.6666665,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130218_1047,4005,1,11,0,Reported 1,1,low payout,0,0,0,18,1,1,0,0,0,1,8.666667,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130218_1047,4007,1,11,0,Reported 1,1,low payout,0,0,0,18,1,1,0,0,0,1,6.6666665,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130218_1047,4008,1,11,0,Reported 4,4,high payout,0,0,0,18,1,0,0,0,0,1,9,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130218_1047,4009,1,11,0,Reported 3,3,high payout,0,0,1,19,1,1,0,1,0,1,9.333333,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130218_1047,4010,1,11,0,Reported 4,4,high payout,0,0,1,21,1,1,0,1,0,1,9.333333,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130218_1047,4011,1,11,0,Reported 5,5,high payout,1,0,1,18,0,0,0,1,0,0,4.6666665,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130218_1047,4012,1,11,0,Reported 1,1,low payout,0,0,0,20,1,1,0,0,0,1,9,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130218_1047,4014,1,11,0,Reported 5,5,high payout,1,0,0,22,1,0,0,0,5,1,7.6666665,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
UK,Nottingham,University of Nottingham,130218_1047,4016,1,11,0,Reported 1,1,low payout,0,0,1,23,1,1,0,1,5,0,9.333333,-2.9349816,2.1206098,2.0745456,1.6388192,12.8,12.5,12.2,40,40,27,7,7,1.8624891,20.20079,89,0.059999999,1.6799999,7,1,0,0.2898351,82.199997,9.7822323,1,336.96909,1,0,0,0,0,0.60000002,9.772727,0.93609333,0,,,,0.39
